KH.100170058	KY.Chr1.1142
KH.C14.402	KY.Chr14.459
KH.C14.404	KY.Chr14.624
KH.C14.405	KY.Chr14.1013
KH.C14.406	KY.Chr14.193
KH.C14.407	KY.Chr14.187
KH.C14.408	KY.Chr14.625
KH.C14.409	KY.Chr14.214
KH.C1.440	KY.Chr1.1017
KH.C14.40	KY.Chr14.304
KH.C14.411	KY.Chr14.980
KH.C14.412	KY.Chr14.516
KH.C14.413	KY.Chr14.545
KH.C14.414	KY.Chr14.233
KH.C14.415	KY.Chr14.442
KH.C14.416	KY.Chr14.330
KH.C14.417	KY.Chr14.213
KH.C14.418	KY.Chr14.189
KH.C14.419	KY.Chr14.1079
KH.C14.41	KY.Chr14.109
KH.C14.420	KY.Chr14.497
KH.C14.421	KY.Chr14.170
KH.C14.422	KY.Chr14.1027
KH.C14.423	KY.Chr14.565
KH.C14.424	KY.Chr14.241
KH.C14.425	KY.Chr14.991
KH.C14.426	KY.Chr14.573
KH.C14.427	KY.Chr14.975
KH.C14.428	KY.Chr14.475
KH.C14.429	KY.Chr14.1100
KH.C1.442	KY.Chr1.2397
KH.C14.42	KY.Chr14.962
KH.C14.430	KY.Chr14.1011
KH.C14.431	KY.Chr14.978
KH.C14.432	KY.Chr14.256
KH.C14.433	KY.Chr14.190
KH.C14.434	KY.Chr14.644
KH.C14.435	KY.Chr14.987
KH.C14.436	KY.Chr14.610
KH.C14.437	KY.Chr14.244
KH.C14.438	KY.Chr14.115
KH.C14.439	KY.Chr14.580
KH.C1.443	KY.Chr1.154
KH.C14.43	KY.Chr14.403
KH.C14.440	KY.Chr14.1045
KH.C14.441	KY.Chr14.108
KH.C14.442	KY.Chr14.614
KH.C14.443	KY.Chr14.613
KH.C14.444	KY.Chr14.1020
KH.C14.445	KY.Chr14.383
KH.C14.446	KY.Chr14.511
KH.C14.447	KY.Chr14.209
KH.C14.448	KY.Chr14.930
KH.C14.449	KY.Chr14.112
KH.C1.444	KY.Chr1.1505
KH.C14.44	KY.Chr14.937
KH.C14.450	KY.Chr14.1026
KH.C14.451	KY.Chr14.994
KH.C14.452	KY.Chr14.142
KH.C14.453	KY.Chr14.1030
KH.C14.454	KY.Chr14.124
KH.C14.455	KY.Chr14.492
KH.C14.456	KY.Chr14.875
KH.C14.457	KY.Chr14.555
KH.C14.458	KY.Chr14.942
KH.C14.459	KY.Chr14.976
KH.C14.45	KY.Chr14.541
KH.C1.445	KY.Chr1.519
KH.C14.460	KY.Chr14.1081
KH.C14.461	KY.Chr14.374
KH.C14.462	KY.Chr14.959
KH.C14.463	KY.Chr14.313
KH.C14.464	KY.Chr14.1060
KH.C14.465	KY.Chr14.286
KH.C14.466	KY.Chr14.290
KH.C14.467	KY.Chr14.1072
KH.C14.468	KY.Chr14.340
KH.C14.469	KY.Chr14.201
KH.C14.46	KY.Chr14.581
KH.C1.446	KY.Chr1.918
KH.C14.470	KY.Chr14.482
KH.C14.471	KY.Chr14.279
KH.C14.472	KY.Chr14.875
KH.C14.473	KY.Chr14.82
KH.C14.474	KY.Chr14.1046
KH.C14.475	KY.Chr14.290
KH.C14.476	KY.Chr14.917
KH.C14.477	KY.Chr14.366
KH.C14.478	KY.Chr14.974
KH.C14.479	KY.Chr14.105
KH.C1.447	KY.Chr1.1556
KH.C14.47	KY.Chr14.163
KH.C14.480	KY.Chr14.627
KH.C14.481	KY.Chr14.147
KH.C14.482	KY.Chr14.219
KH.C14.483	KY.Chr14.327
KH.C14.484	KY.Chr14.485
KH.C14.486	KY.Chr14.1018
KH.C14.487	KY.Chr14.553
KH.C14.488	KY.Chr14.91
KH.C14.489	KY.Chr14.518
KH.C1.448	KY.Chr1.1332
KH.C14.48	KY.Chr14.106
KH.C14.490	KY.Chr14.997
KH.C14.491	KY.Chr14.236
KH.C14.492	KY.Chr14.472
KH.C14.493	KY.Chr14.438
KH.C14.494	KY.Chr14.396
KH.C14.495	KY.Chr14.405
KH.C14.496	KY.Chr14.1049
KH.C14.497	KY.Chr14.208
KH.C14.498	KY.Chr14.1021
KH.C14.499	KY.Chr14.1089
KH.C14.49	KY.Chr14.641
KH.C1.449	KY.Chr1.546
KH.C1.44	KY.Chr1.2214
KH.C14.4	KY.Chr14.285
KH.C14.500	KY.Chr14.990
KH.C14.501	KY.Chr14.934
KH.C14.502	KY.Chr14.543
KH.C14.503	KY.Chr14.969
KH.C14.504	KY.Chr14.343
KH.C14.505	KY.Chr14.334
KH.C14.506	KY.Chr14.255
KH.C14.507	KY.Chr14.117
KH.C14.508	KY.Chr14.579
KH.C14.509	KY.Chr14.530
KH.C14.50	KY.Chr14.945
KH.C1.450	KY.Chr1.988
KH.C14.510	KY.Chr14.562
KH.C14.511	KY.Chr14.634
KH.C14.512	KY.Chr14.519
KH.C14.513	KY.Chr14.1064
KH.C14.514	KY.Chr14.220
KH.C14.515	KY.Chr14.1009
KH.C14.516	KY.Chr14.283
KH.C14.517	KY.Chr14.114
KH.C14.518	KY.Chr14.467
KH.C14.519	KY.Chr14.104
KH.C1.451	KY.Chr1.2350
KH.C14.51	KY.Chr14.630
KH.C14.520	KY.Chr14.637
KH.C14.521	KY.Chr14.1044
KH.C14.522	KY.Chr14.970
KH.C14.523	KY.Chr14.422
KH.C14.524	KY.Chr14.122
KH.C14.525	KY.Chr14.481
KH.C14.527	KY.Chr14.142
KH.C14.528	KY.Chr14.1094
KH.C14.529	KY.Chr14.363
KH.C1.452	KY.Chr1.2117
KH.C14.52	KY.Chr14.194
KH.C14.530	KY.Chr14.198
KH.C14.531	KY.Chr14.410
KH.C14.532	KY.Chr14.319
KH.C14.533	KY.Chr14.439
KH.C14.534	KY.Chr14.906
KH.C14.535	KY.Chr14.524
KH.C14.536	KY.Chr14.212
KH.C14.537	KY.Chr14.515
KH.C14.538	KY.Chr14.342
KH.C14.539	KY.Chr14.560
KH.C1.453	KY.Chr1.2129
KH.C14.53	KY.Chr14.419
KH.C14.540	KY.Chr14.1057
KH.C14.541	KY.Chr14.277
KH.C14.542	KY.Chr14.196
KH.C14.543	KY.Chr14.1006
KH.C14.544	KY.Chr14.936
KH.C14.545	KY.Chr14.1019
KH.C14.546	KY.Chr14.570
KH.C14.547	KY.Chr14.323
KH.C14.548	KY.Chr14.81
KH.C14.549	KY.Chr14.1024
KH.C1.454	KY.Chr1.2346
KH.C14.54	KY.Chr14.234
KH.C14.550	KY.Chr14.1061
KH.C14.551	KY.Chr14.413
KH.C14.552	KY.Chr14.984
KH.C14.553	KY.Chr14.384
KH.C14.554	KY.Chr14.916
KH.C14.555	KY.Chr14.473
KH.C14.556	KY.Chr14.252
KH.C14.557	KY.Chr14.461
KH.C14.559	KY.Chr14.981
KH.C1.455	KY.Chr1.2103
KH.C14.55	KY.Chr14.347
KH.C14.560	KY.Chr14.418
KH.C14.561	KY.Chr14.1081
KH.C14.562	KY.Chr14.574
KH.C14.563	KY.Chr14.1085
KH.C14.564	KY.Chr14.591
KH.C14.565	KY.Chr14.164
KH.C14.566	KY.Chr14.159
KH.C14.567	KY.Chr14.336
KH.C14.568	KY.Chr14.218
KH.C14.569	KY.Chr14.296
KH.C1.456	KY.Chr1.1672
KH.C14.56	KY.Chr14.337
KH.C14.570	KY.Chr14.484
KH.C14.571	KY.Chr14.1001
KH.C14.572	KY.Chr14.626
KH.C14.573	KY.Chr14.1066
KH.C14.574	KY.Chr14.476
KH.C14.575	KY.Chr14.561
KH.C14.576	KY.Chr14.382
KH.C14.577	KY.Chr14.75
KH.C14.578	KY.Chr14.577
KH.C14.579	KY.Chr14.388
KH.C1.457	KY.Chr1.2414
KH.C14.57	KY.Chr14.157
KH.C14.580	KY.Chr14.116
KH.C14.581	KY.Chr14.426
KH.C14.582	KY.Chr14.169
KH.C14.583	KY.Chr14.528
KH.C14.584	KY.Chr14.295
KH.C14.585	KY.Chr14.160
KH.C14.586	KY.Chr14.402
KH.C14.587	KY.Chr14.592
KH.C14.589	KY.Chr14.949
KH.C1.458	KY.Chr1.2194
KH.C14.58	KY.Chr14.239
KH.C14.590	KY.Chr14.325
KH.C14.591	KY.Chr14.488
KH.C14.592	KY.Chr14.471
KH.C14.593	KY.Chr14.486
KH.C14.595	KY.Chr14.909
KH.C14.596	KY.Chr14.960
KH.C14.597	KY.Chr14.148
KH.C14.598	KY.Chr14.226
KH.C14.599	KY.Chr14.957
KH.C1.459	KY.Chr1.1709
KH.C1.45	KY.Chr1.1921
KH.C14.5	KY.Chr14.594
KH.C14.600	KY.Chr14.77
KH.C14.601	KY.Chr14.387
KH.C14.602	KY.Chr14.590
KH.C14.603	KY.Chr14.273
KH.C14.604	KY.Chr14.359
KH.C14.606	KY.Chr14.926
KH.C14.607	KY.Chr14.576
KH.C14.608	KY.Chr14.932
KH.C14.609	KY.Chr14.1104
KH.C1.460	KY.Chr1.2175
KH.C14.610	KY.Chr14.996
KH.C14.611	KY.Chr14.315
KH.C14.612	KY.Chr14.436
KH.C14.613	KY.Chr14.377
KH.C14.614	KY.Chr14.338
KH.C14.615	KY.Chr14.389
KH.C14.616	KY.Chr14.961
KH.C14.617	KY.Chr14.1004
KH.C14.618	KY.Chr14.85
KH.C14.619	KY.Chr14.84
KH.C14.61	KY.Chr14.110
KH.C1.461	KY.Chr1.578
KH.C14.62	KY.Chr14.231
KH.C1.462	KY.Chr3.1602
KH.C1.463	KY.Chr1.1033
KH.C14.63	KY.Chr14.278
KH.C1.464	KY.Chr1.2079
KH.C14.64	KY.Chr14.531
KH.C1.465	KY.Chr1.1916
KH.C14.65	KY.Chr14.195
KH.C1.466	KY.Chr1.1070
KH.C14.66	KY.Chr14.1092
KH.C1.467	KY.Chr1.1552
KH.C14.67	KY.Chr14.118
KH.C14.68	KY.Chr14.250
KH.C14.69	KY.Chr14.1072
KH.C1.469	KY.Chr1.759
KH.C14.6	KY.Chr14.305
KH.C14.70	KY.Chr14.235
KH.C1.470	KY.Chr1.530
KH.C1.471	KY.Chr1.1053
KH.C14.71	KY.Chr14.461
KH.C14.72	KY.Chr14.559
KH.C1.473	KY.Chr1.2111
KH.C14.73	KY.Chr14.1092
KH.C14.74	KY.Chr14.320
KH.C14.75	KY.Chr14.172
KH.C1.475	KY.Chr1.642
KH.C1.476	KY.Chr1.244
KH.C14.76	KY.Chr14.454
KH.C1.477	KY.Chr1.2376
KH.C14.77	KY.Chr14.1095
KH.C1.478	KY.Chr1.1358
KH.C14.78	KY.Chr14.153
KH.C1.479	KY.Chr1.2460
KH.C14.79	KY.Chr14.566
KH.C14.7	KY.Chr14.589
KH.C1.47	KY.Chr1.607
KH.C1.480	KY.Chr1.1660
KH.C14.80	KY.Chr14.612
KH.C14.81	KY.Chr14.582
KH.C1.481	KY.Chr1.583
KH.C1.482	KY.Chr1.2435
KH.C14.82	KY.Chr14.206
KH.C14.83	KY.Chr14.292
KH.C1.483	KY.Chr1.516
KH.C14.84	KY.Chr14.1059
KH.C1.484	KY.Chr1.567
KH.C14.85	KY.Chr14.405
KH.C1.485	KY.Chr1.578
KH.C14.86	KY.Chr14.928
KH.C1.486	KY.Chr1.766
KH.C1.487	KY.Chr1.215
KH.C14.87	KY.Chr14.380
KH.C1.488	KY.Chr1.1406
KH.C14.88	KY.Chr14.273
KH.C14.89	KY.Chr14.540
KH.C1.489	KY.Chr1.764
KH.C14.8	KY.Chr14.123
KH.C1.48	KY.Chr1.655
KH.C1.490	KY.Chr1.2105
KH.C14.90	KY.Chr14.956
KH.C1.491	KY.Chr1.1647
KH.C14.91	KY.Chr14.1034
KH.C14.92	KY.Chr14.205
KH.C1.492	KY.Chr1.989
KH.C1.493	KY.Chr1.1933
KH.C14.93	KY.Chr14.1108
KH.C14.94	KY.Chr14.517
KH.C1.494	KY.Chr1.832
KH.C1.495	KY.Chr1.2074
KH.C14.95	KY.Chr14.326
KH.C14.96	KY.Chr14.611
KH.C1.496	KY.Chr1.656
KH.C1.497	KY.Chr1.2155
KH.C14.97	KY.Chr14.102
KH.C1.498	KY.Chr1.1127
KH.C14.98	KY.Chr14.1004
KH.C1.499	KY.Chr1.1610
KH.C14.99	KY.Chr14.253
KH.C1.49	KY.Chr1.2014
KH.C14.9	KY.Chr14.346
KH.C1.4	KY.Chr1.563
KH.C1.500	KY.Chr1.2292
KH.C1.501	KY.Chr1.2075
KH.C1.502	KY.Chr1.1062
KH.C1.504	KY.Chr1.1699
KH.C1.505	KY.Chr1.1501
KH.C1.506	KY.Chr1.1573
KH.C1.507	KY.Chr1.2308
KH.C1.508	KY.Chr1.1140
KH.C1.509	KY.Chr1.1501
KH.C1.50	KY.Chr1.882
KH.C1.510	KY.Chr1.916
KH.C1.511	KY.Chr1.949
KH.C1.512	KY.Chr1.204
KH.C1.513	KY.Chr1.951
KH.C1.514	KY.Chr1.1073
KH.C1.515	KY.Chr1.523
KH.C1.516	KY.Chr1.127
KH.C1.517	KY.Chr1.2462
KH.C1.518	KY.Chr1.1887
KH.C1.519	KY.Chr1.1078
KH.C1.51	KY.Chr1.937
KH.C1.520	KY.Chr1.767
KH.C1.521	KY.Chr1.1696
KH.C1.522	KY.Chr1.2130
KH.C1.523	KY.Chr1.35
KH.C1.525	KY.Chr1.2385
KH.C1.526	KY.Chr1.181
KH.C1.527	KY.Chr1.1044
KH.C1.528	KY.Chr1.2185
KH.C1.529	KY.Chr1.815
KH.C1.52	KY.Chr1.2055
KH.C1.530	KY.Chr1.2390
KH.C1.531	KY.Chr1.935
KH.C1.532	KY.Chr1.1121
KH.C1.533	KY.Chr1.1935
KH.C1.534	KY.Chr1.888
KH.C1.535	KY.Chr1.539
KH.C1.536	KY.Chr1.2368
KH.C1.537	KY.Chr1.2063
KH.C1.538	KY.Chr1.510
KH.C1.539	KY.Chr1.222
KH.C1.53	KY.Chr1.1553
KH.C1.540	KY.Chr1.585
KH.C1.541	KY.Chr1.2147
KH.C1.542	KY.Chr1.758
KH.C1.543	KY.Chr1.768
KH.C1.544	KY.Chr1.1345
KH.C1.545	KY.Chr1.1708
KH.C1.546	KY.Chr1.575
KH.C1.547	KY.Chr1.2099
KH.C1.548	KY.Chr1.784
KH.C1.549	KY.Chr3.1614
KH.C1.54	KY.Chr1.1589
KH.C1.550	KY.Chr1.650
KH.C1.551	KY.Chr1.1717
KH.C1.552	KY.Chr1.1396
KH.C1.553	KY.Chr1.529
KH.C1.554	KY.Chr1.839
KH.C1.555	KY.Chr1.912
KH.C1.557	KY.Chr1.977
KH.C1.558	KY.Chr1.2296
KH.C1.559	KY.Chr1.2405
KH.C1.55	KY.Chr1.2006
KH.C1.560	KY.Chr1.186
KH.C1.561	KY.Chr1.2383
KH.C1.562	KY.Chr3.1615
KH.C1.563	KY.Chr1.634
KH.C1.564	KY.Chr1.1072
KH.C1.565	KY.Chr1.1673
KH.C1.566	KY.Chr1.237
KH.C1.567	KY.Chr1.826
KH.C1.568	KY.Chr1.37
KH.C1.569	KY.Chr1.1509
KH.C1.56	KY.Chr1.23
KH.C1.570	KY.Chr1.1965
KH.C1.571	KY.Chr1.1595
KH.C1.572	KY.Chr1.1912
KH.C1.573	KY.Chr1.1942
KH.C1.574	KY.Chr1.568
KH.C1.575	KY.Chr1.780
KH.C1.577	KY.Chr1.243
KH.C1.578	KY.Chr1.2446
KH.C1.579	KY.Chr1.1714
KH.C1.57	KY.Chr3.1629
KH.C1.580	KY.Chr1.2027
KH.C1.581	KY.Chr1.2417
KH.C1.582	KY.Chr1.65
KH.C1.583	KY.Chr1.597
KH.C1.584	KY.Chr1.223
KH.C1.585	KY.Chr1.2193
KH.C1.586	KY.Chr1.1608
KH.C1.587	KY.Chr1.1376
KH.C1.588	KY.Chr1.211
KH.C1.589	KY.Chr1.2179
KH.C1.58	KY.Chr1.2288
KH.C1.590	KY.Chr1.837
KH.C1.591	KY.Chr1.1052
KH.C1.592	KY.Chr1.1348
KH.C1.593	KY.Chr1.70
KH.C1.594	KY.Chr1.857
KH.C1.595	KY.Chr1.643
KH.C1.596	KY.Chr1.228
KH.C1.597	KY.Chr1.663
KH.C1.598	KY.Chr1.992
KH.C1.599	KY.Chr1.1899
KH.C1.59	KY.Chr1.534
KH.C1.5	KY.Chr1.632
KH.C1.600	KY.Chr1.2157
KH.C1.601	KY.Chr1.2042
KH.C1.602	KY.Chr1.1386
KH.C1.603	KY.Chr1.515
KH.C1.604	KY.Chr1.885
KH.C1.605	KY.Chr1.658
KH.C1.606	KY.Chr1.1956
KH.C1.607	KY.Chr1.1063
KH.C1.608	KY.Chr1.43
KH.C1.609	KY.Chr1.2364
KH.C1.60	KY.Chr1.2133
KH.C1.610	KY.Chr1.1964
KH.C1.611	KY.Chr1.1897
KH.C1.612	KY.Chr1.1372
KH.C1.613	KY.Chr1.2108
KH.C1.614	KY.Chr1.1680
KH.C1.615	KY.Chr1.2394
KH.C1.616	KY.Chr1.1953
KH.C1.617	KY.Chr1.1036
KH.C1.618	KY.Chr1.1934
KH.C1.619	KY.Chr1.2447
KH.C1.61	KY.Chr1.2379
KH.C1.620	KY.Chr1.855
KH.C1.621	KY.Chr1.936
KH.C1.622	KY.Chr1.2153
KH.C1.623	KY.Chr1.2336
KH.C1.624	KY.Chr1.1975
KH.C1.625	KY.Chr1.975
KH.C1.626	KY.Chr1.818
KH.C1.627	KY.Chr1.1117
KH.C1.628	KY.Chr1.565
KH.C1.629	KY.Chr1.763
KH.C1.62	KY.Chr1.2450
KH.C1.630	KY.Chr1.1979
KH.C1.631	KY.Chr1.45
KH.C1.632	KY.Chr1.2340
KH.C1.633	KY.Chr1.562
KH.C1.634	KY.Chr1.1354
KH.C1.635	KY.Chr1.738
KH.C1.636	KY.Chr1.27
KH.C1.637	KY.Chr1.586
KH.C1.638	KY.Chr1.1551
KH.C1.639	KY.Chr1.2050
KH.C1.63	KY.Chr1.555
KH.C1.640	KY.Chr1.851
KH.C1.641	KY.Chr1.2106
KH.C1.642	KY.Chr1.1878
KH.C1.643	KY.Chr1.1525
KH.C1.644	KY.Chr1.1721
KH.C1.645	KY.Chr1.2032
KH.C1.646	KY.Chr1.2062
KH.C1.647	KY.Chr1.1719
KH.C1.648	KY.Chr1.1057
KH.C1.649	KY.Chr1.1028
KH.C1.64	KY.Chr1.1997
KH.C1.650	KY.Chr1.859
KH.C1.651	KY.Chr1.1594
KH.C1.652	KY.Chr1.1534
KH.C1.653	KY.Chr1.1720
KH.C1.654	KY.Chr1.2398
KH.C1.655	KY.Chr1.168
KH.C1.656	KY.Chr1.2057
KH.C1.657	KY.Chr1.778
KH.C1.658	KY.Chr1.987
KH.C1.659	KY.Chr1.2060
KH.C1.65	KY.Chr1.2042
KH.C1.660	KY.Chr1.2058
KH.C1.661	KY.Chr1.761
KH.C1.662	KY.Chr1.1413
KH.C1.663	KY.Chr1.2381
KH.C1.664	KY.Chr1.2343
KH.C1.665	KY.Chr1.670
KH.C1.666	KY.Chr1.210
KH.C1.667	KY.Chr1.528
KH.C1.668	KY.Chr1.1366
KH.C1.669	KY.Chr1.2168
KH.C1.66	KY.Chr1.1076
KH.C1.670	KY.Chr1.591
KH.C1.671	KY.Chr1.64
KH.C1.672	KY.Chr1.1368
KH.C1.673	KY.Chr1.960
KH.C1.674	KY.Chr1.2211
KH.C1.675	KY.Chr1.1575
KH.C1.676	KY.Chr1.909
KH.C1.677	KY.Chr1.553
KH.C1.678	KY.Chr1.904
KH.C1.679	KY.Chr1.1667
KH.C1.67	KY.Chr1.906
KH.C1.680	KY.Chr1.975
KH.C1.681	KY.Chr1.2449
KH.C1.682	KY.Chr1.907
KH.C1.683	KY.Chr1.2436
KH.C1.684	KY.Chr1.1977
KH.C1.685	KY.Chr1.1582
KH.C1.686	KY.Chr1.1535
KH.C1.687	KY.Chr1.1987
KH.C1.688	KY.Chr1.2072
KH.C1.689	KY.Chr1.2192
KH.C1.68	KY.Chr1.543
KH.C1.690	KY.Chr3.1618
KH.C1.691	KY.Chr1.993
KH.C1.692	KY.Chr1.1395
KH.C1.693	KY.Chr1.2061
KH.C1.694	KY.Chr1.1650
KH.C1.695	KY.Chr1.940
KH.C1.696	KY.Chr1.983
KH.C1.697	KY.Chr1.1891
KH.C1.698	KY.Chr1.2389
KH.C1.699	KY.Chr1.1405
KH.C1.69	KY.Chr3.1623
KH.C1.6	KY.Chr1.1360
KH.C1.700	KY.Chr1.832
KH.C1.701	KY.Chr3.1630
KH.C1.702	KY.Chr1.2185
KH.C1.703	KY.Chr1.1360
KH.C1.704	KY.Chr1.2013
KH.C1.705	KY.Chr1.2094
KH.C1.706	KY.Chr1.2358
KH.C1.707	KY.Chr1.1537
KH.C1.708	KY.Chr1.1364
KH.C1.709	KY.Chr1.161
KH.C1.70	KY.Chr1.1693
KH.C1.710	KY.Chr1.1399
KH.C1.711	KY.Chr1.1543
KH.C1.712	KY.Chr1.1969
KH.C1.713	KY.Chr1.1718
KH.C1.714	KY.Chr1.21
KH.C1.715	KY.Chr1.2429
KH.C1.716	KY.Chr1.2433
KH.C1.717	KY.Chr1.1022
KH.C1.718	KY.Chr1.1686
KH.C1.719	KY.Chr1.849
KH.C1.71	KY.Chr1.955
KH.C1.720	KY.Chr1.1926
KH.C1.721	KY.Chr1.1664
KH.C1.722	KY.Chr1.2433
KH.C1.723	KY.Chr1.2291
KH.C1.724	KY.Chr1.760
KH.C1.725	KY.Chr1.1136
KH.C1.726	KY.Chr1.1356
KH.C1.727	KY.Chr1.1698
KH.C1.728	KY.Chr1.2388
KH.C1.729	KY.Chr1.646
KH.C1.72	KY.Chr1.2314
KH.C1.730	KY.Chr1.990
KH.C1.731	KY.Chr1.1588
KH.C1.732	KY.Chr1.967
KH.C1.733	KY.Chr1.569
KH.C1.734	KY.Chr1.2260
KH.C1.735	KY.Chr1.977
KH.C1.736	KY.Chr1.994
KH.C1.737	KY.Chr1.1000
KH.C1.738	KY.Chr1.2459
KH.C1.739	KY.Chr1.2425
KH.C1.73	KY.Chr1.2416
KH.C1.740	KY.Chr1.910
KH.C1.741	KY.Chr1.1507
KH.C1.742	KY.Chr1.1922
KH.C1.743	KY.Chr1.2201
KH.C1.744	KY.Chr1.2299
KH.C1.745	KY.Chr1.2421
KH.C1.746	KY.Chr1.589
KH.C1.747	KY.Chr1.2360
KH.C1.748	KY.Chr1.2015
KH.C1.749	KY.Chr1.582
KH.C1.74	KY.Chr1.2132
KH.C1.750	KY.Chr1.1704
KH.C1.751	KY.Chr1.891
KH.C1.752	KY.Chr1.2184
KH.C1.753	KY.Chr1.2183
KH.C1.754	KY.Chr1.2443
KH.C1.755	KY.Chr1.944
KH.C1.756	KY.Chr1.1525
KH.C1.757	KY.Chr1.861
KH.C1.758	KY.Chr1.1998
KH.C1.759	KY.Chr1.2431
KH.C1.75	KY.Chr1.1394
KH.C1.760	KY.Chr1.1890
KH.C1.761	KY.Chr1.1504
KH.C1.762	KY.Chr1.1665
KH.C1.763	KY.Chr1.838
KH.C1.764	KY.Chr1.2374
KH.C1.765	KY.Chr1.1946
KH.C1.766	KY.Chr1.1391
KH.C1.767	KY.Chr1.1065
KH.C1.768	KY.Chr1.1670
KH.C1.769	KY.Chr1.526
KH.C1.76	KY.Chr1.1634
KH.C1.770	KY.Chr1.2019
KH.C1.771	KY.Chr1.140
KH.C1.772	KY.Chr1.2203
KH.C1.773	KY.Chr1.779
KH.C1.774	KY.Chr1.1516
KH.C1.775	KY.Chr1.1607
KH.C1.776	KY.Chr1.2097
KH.C1.777	KY.Chr1.2461
KH.C1.778	KY.Chr1.2258
KH.C1.779	KY.Chr1.522
KH.C1.77	KY.Chr1.1043
KH.C1.780	KY.Chr1.2160
KH.C1.781	KY.Chr1.133
KH.C1.782	KY.Chr1.2145
KH.C1.783	KY.Chr1.950
KH.C1.784	KY.Chr1.1617
KH.C1.785	KY.Chr1.2357
KH.C1.786	KY.Chr1.867
KH.C1.787	KY.Chr1.552
KH.C1.788	KY.Chr1.2256
KH.C1.789	KY.Chr1.2347
KH.C1.78	KY.Chr1.64
KH.C1.791	KY.Chr1.59
KH.C1.792	KY.Chr1.930
KH.C1.793	KY.Chr1.2054
KH.C1.794	KY.Chr1.1596
KH.C1.795	KY.Chr1.2047
KH.C1.796	KY.Chr1.777
KH.C1.797	KY.Chr1.514
KH.C1.798	KY.Chr1.2295
KH.C1.799	KY.Chr1.2359
KH.C1.79	KY.Chr1.2258
KH.C1.7	KY.Chr1.1521
KH.C1.800	KY.Chr1.792
KH.C1.801	KY.Chr1.2282
KH.C1.802	KY.Chr1.1035
KH.C1.803	KY.Chr1.2143
KH.C1.804	KY.Chr1.1909
KH.C1.805	KY.Chr1.580
KH.C1.806	KY.Chr3.1610
KH.C1.807	KY.Chr1.1492
KH.C1.808	KY.Chr1.1587
KH.C1.80	KY.Chr1.659
KH.C1.810	KY.Chr1.2056
KH.C1.811	KY.Chr1.2167
KH.C1.812	KY.Chr1.844
KH.C1.813	KY.Chr1.2310
KH.C1.814	KY.Chr1.1350
KH.C1.815	KY.Chr1.1695
KH.C1.816	KY.Chr1.203
KH.C1.817	KY.Chr1.964
KH.C1.818	KY.Chr1.1004
KH.C1.819	KY.Chr1.2100
KH.C1.81	KY.Chr1.935
KH.C1.820	KY.Chr1.854
KH.C1.821	KY.Chr1.75
KH.C1.822	KY.Chr1.1661
KH.C1.823	KY.Chr1.244
KH.C1.824	KY.Chr1.1126
KH.C1.825	KY.Chr1.1902
KH.C1.826	KY.Chr1.2353
KH.C1.827	KY.Chr1.770
KH.C1.828	KY.Chr1.2356
KH.C1.829	KY.Chr1.1612
KH.C1.82	KY.Chr1.532
KH.C1.830	KY.Chr1.1920
KH.C1.831	KY.Chr1.138
KH.C1.832	KY.Chr1.592
KH.C1.833	KY.Chr1.1497
KH.C1.834	KY.Chr1.924
KH.C1.835	KY.Chr1.2428
KH.C1.836	KY.Chr1.2005
KH.C1.837	KY.Chr1.890
KH.C1.838	KY.Chr1.657
KH.C1.839	KY.Chr1.2049
KH.C1.83	KY.Chr1.2430
KH.C1.840	KY.Chr1.2026
KH.C1.841	KY.Chr1.160
KH.C1.842	KY.Chr1.244
KH.C1.843	KY.Chr1.829
KH.C1.844	KY.Chr1.817
KH.C1.845	KY.Chr1.875
KH.C1.846	KY.Chr1.2454
KH.C1.847	KY.Chr1.635
KH.C1.848	KY.Chr1.1511
KH.C1.849	KY.Chr1.1687
KH.C1.84	KY.Chr1.2001
KH.C1.850	KY.Chr1.832
KH.C1.851	KY.Chr1.1967
KH.C1.852	KY.Chr1.2285
KH.C1.853	KY.Chr1.2205
KH.C1.854	KY.Chr1.1376
KH.C1.855	KY.Chr1.637
KH.C1.856	KY.Chr1.1412
KH.C1.857	KY.Chr1.640
KH.C1.858	KY.Chr1.230
KH.C1.859	KY.Chr1.947
KH.C1.85	KY.Chr1.1341
KH.C1.860	KY.Chr1.2204
KH.C1.861	KY.Chr1.1668
KH.C1.862	KY.Chr1.1503
KH.C1.863	KY.Chr1.550
KH.C1.864	KY.Chr1.1332
KH.C1.865	KY.Chr1.786
KH.C1.866	KY.Chr1.229
KH.C1.867	KY.Chr1.587
KH.C1.868	KY.Chr1.841
KH.C1.869	KY.Chr1.62
KH.C1.86	KY.Chr1.860
KH.C1.870	KY.Chr1.1051
KH.C1.871	KY.Chr1.1079
KH.C1.872	KY.Chr1.915
KH.C1.873	KY.Chr1.2171
KH.C1.874	KY.Chr1.2117
KH.C1.875	KY.Chr1.510
KH.C1.876	KY.Chr1.2028
KH.C1.877	KY.Chr1.1980
KH.C1.878	KY.Chr1.2003
KH.C1.879	KY.Chr1.526
KH.C1.87	KY.Chr1.782
KH.C1.880	KY.Chr1.647
KH.C1.881	KY.Chr1.164
KH.C1.882	KY.Chr1.1694
KH.C1.883	KY.Chr1.1410
KH.C1.884	KY.Chr1.566
KH.C1.885	KY.Chr1.2077
